custid,retained,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,train,favday,city
V22DCU,1,8/15/2010,10/5/2010,9/18/2012,34,52.94117647,0,58.72,0.00280112,1,0,0,0,Wednesday,CHO
UYRK3S,1,12/3/2009,12/3/2009,12/3/2009,45,0,0,13.67,0,0,0,0,0,Monday,RIC
784FYS,1,10/8/2011,10/12/2011,11/19/2012,47,2.127659574,2.127659574,60.77,0.032178218,0,0,0,0,Tuesday,CHO
L8C34N,0,6/20/2011,6/21/2011,6/21/2011,0,0,0,52.1,0,0,0,0,0,Monday,RIC
X6V4F8,1,5/15/2011,5/22/2011,10/6/2011,44,6.818181818,0,58.32,0.01459854,0,0,0,0,Monday,RIC
QEEQVR,1,5/15/2011,5/16/2011,5/16/2011,16,0,0,56.21,0,0,0,0,0,Tuesday,RIC
TKVQW7,1,2/23/2011,9/27/2011,10/19/2011,29,100,6.896551724,29.4,0.136363636,0,0,0,0,Thursday,RIC
C8YA3X,1,3/13/2011,3/13/2011,3/13/2011,16,0,0,29.43,0,0,0,0,0,Thursday,CHO
N8Q9BV,1,9/19/2011,9/23/2011,9/23/2011,43,11.62790698,4.651162791,31.26,0,0,0,0,0,Friday,RIC
EMSKJC,1,10/23/2011,10/23/2011,10/23/2011,45,0,0,59.01,0,1,0,0,0,Monday,CHO
CRQTRS,1,1/31/2012,1/31/2012,9/26/2012,47,0,0,86.63,0.071129707,0,0,0,0,Wednesday,CHO
H5MLEH,1,8/28/2012,7/20/2012,8/30/2012,35,2.857142857,0,65.64,0.048780488,0,0,0,0,Sunday,DCX
7MBSCT,1,11/29/2010,12/3/2010,12/3/2010,37,86.48648649,0,23.75,0,0,0,0,0,Friday,RIC
G9AJMX,1,7/6/2011,8/27/2012,9/10/2012,40,35,0,48.8,0.142857143,0,0,0,0,Tuesday,CHO
AM9M3A,0,12/3/2011,12/4/2011,12/4/2011,0,0,0,52.04,0,0,0,0,0,Monday,CHO
29Q85N,0,11/3/2011,11/3/2011,11/3/2011,0,0,0,51.52,0,0,0,0,0,Thursday,RIC
7KU5F7,0,4/29/2012,4/29/2012,4/29/2012,0,0,0,40.95,0,0,0,0,0,Tuesday,CHO
DWWYAC,1,1/24/2011,1/30/2011,4/3/2012,44,11.36363636,4.545454545,39.43,0.006993007,0,0,0,0,Monday,RIC
TBE3RB,0,8/8/2011,10/10/2011,12/12/2011,4,75,0,83.45,0.095238095,0,0,0,0,Monday,RIC
2X79EX,1,7/10/2012,7/10/2012,10/4/2012,36,69.44444444,0,251.11,0.058139535,0,0,0,0,Tuesday,CHO
MAK7AS,0,10/13/2011,10/27/2011,10/27/2011,0,0,0,51.42,0,0,0,0,0,Tuesday,RIC
YAYLUR,1,8/4/2011,8/4/2011,8/4/2011,33,81.81818182,6.060606061,50.58,0,0,0,0,0,Friday,RIC
GPK3Y9,1,5/21/2011,6/1/2011,6/13/2011,16,0,0,107.87,0.166666667,0,0,0,0,Thursday,RIC
U3J86G,1,7/18/2011,7/18/2011,7/18/2011,45,6.666666667,0,51.47,0,0,0,0,0,Tuesday,RIC
Z75CXF,1,12/14/2010,5/24/2011,5/24/2011,44,6.818181818,0,50.56,0,0,0,0,0,Wednesday,RIC
W95Y4H,1,11/16/2011,11/16/2011,11/16/2011,45,0,0,51.87,0,0,0,0,0,Wednesday,RIC
25Z824,1,4/19/2012,4/19/2012,4/19/2012,16,0,0,56.53,0,0,0,0,0,Friday,RIC
4NFPA4,0,5/14/2011,5/31/2011,5/31/2011,0,0,0,52.2,0,0,0,0,0,Wednesday,RIC
Z4VKLJ,1,3/9/2012,3/20/2012,3/20/2012,45,8.888888889,2.222222222,17.82,0,0,0,0,0,Friday,CHO
8J24TY,1,8/22/2011,8/22/2011,2/13/2012,43,55.81395349,0,67.83,0.045714286,0,0,0,0,Monday,CHO
Y9JTHV,1,3/30/2011,4/1/2011,8/4/2011,37,45.94594595,2.702702703,63.68,0.072,0,0,0,0,Wednesday,RIC
HQTGT6,0,8/28/2012,10/1/2012,10/1/2012,0,0,0,54.2,0,0,0,0,0,Thursday,DCX
XJWWTJ,1,10/12/2010,1/14/2011,6/7/2011,44,9.090909091,0,119.43,0.104166667,0,0,0,0,Wednesday,CHO
UU6W4N,1,7/28/2010,1/25/2011,6/27/2012,39,56.41025641,0,98.51,0.044315992,0,0,0,0,Wednesday,CHO
YF85FN,1,11/20/2008,5/10/2010,5/10/2010,16,0,0,20.25,0,0,0,0,0,Monday,CHO
EG3NXY,1,10/22/2009,2/3/2010,2/3/2010,16,0,0,47.05,0,0,0,0,0,Thursday,CHO
4PGT2W,0,8/28/2012,7/24/2012,11/6/2012,0,0,0,59.72,0.019047619,0,0,0,0,Thursday,DCX
73R3KH,1,1/29/2011,1/29/2011,1/29/2011,46,8.695652174,0,35.35,0,0,0,0,0,Monday,RIC
ACM66N,0,8/9/2010,8/9/2010,8/9/2010,0,0,0,20.35,0,0,0,0,0,Tuesday,CHO
ZR24JY,1,4/19/2009,5/8/2011,7/22/2012,47,0,0,210.45,0.052154195,0,0,0,0,Monday,CHO
J2WL9L,1,9/25/2008,9/25/2008,1/20/2014,66,3.03030303,1.515151515,25.62,0.009264025,1,1,0,0,Friday,CHO
BL2Z52,1,8/24/2012,8/24/2012,8/24/2012,45,0,0,77.09,0,0,0,0,0,Friday,RIC
45NMH4,0,9/28/2010,11/15/2010,11/15/2010,0,0,0,31.02,0,0,0,0,0,Tuesday,RIC
335RBP,0,10/7/2011,10/7/2011,10/7/2011,0,0,0,105.25,0,0,0,0,0,Friday,CHO
QCU92U,0,3/2/2010,8/22/2010,9/6/2010,0,0,0,18.94,0.266666667,0,0,0,0,Wednesday,CHO
D8YMFD,0,1/24/2012,1/24/2012,1/24/2012,0,0,0,112.02,0,0,0,0,0,Friday,CHO
26CTFD,0,7/12/2010,8/22/2010,8/22/2010,0,0,0,22.44,0,0,0,0,0,Tuesday,RIC
MTLERW,0,8/28/2012,10/27/2013,10/27/2013,0,0,0,135.21,0,0,0,0,0,Monday,DCX
LX82M6,1,5/17/2011,11/16/2011,11/16/2011,37,59.45945946,0,52.49,0,0,0,0,0,Wednesday,RIC
AHACGU,1,10/8/2012,10/8/2012,10/8/2012,45,0,0,227.37,0,0,0,0,0,Tuesday,RIC
MYCQD9,1,5/10/2010,7/9/2010,10/30/2010,38,57.89473684,7.894736842,35.08,0.053097345,0,0,0,0,Monday,CHO
7VGZQR,0,11/12/2009,11/12/2009,11/12/2009,0,0,0,26.51,0,0,0,0,0,Friday,CHO
KX6ERJ,1,11/13/2011,12/8/2011,4/16/2012,46,2.173913043,0,182.33,0.023076923,0,0,0,0,Monday,CHO
D67TST,0,8/28/2012,7/26/2012,9/19/2012,0,0,0,51.15,0.127272727,0,0,0,0,Sunday,BWI
9KXEHD,1,5/20/2011,5/23/2011,5/23/2011,45,0,0,90.13,0,0,0,0,0,Thursday,RIC
MHVZ43,1,5/14/2011,5/17/2011,5/17/2011,16,0,0,53.37,0,0,0,0,0,Tuesday,CHO
BZN6XS,1,8/2/2012,8/2/2012,8/2/2012,44,6.818181818,2.272727273,69.34,0,1,0,0,0,Monday,RIC
LA9ZV2,1,5/12/2010,5/13/2010,5/13/2010,16,0,0,49.39,0,0,0,0,0,Friday,CHO
VVY6T5,1,6/4/2011,6/5/2011,8/7/2011,18,0,0,43.55,0.063492063,0,0,0,0,Monday,CHO
U9TR5M,0,8/28/2012,8/14/2012,8/14/2012,0,0,0,108.21,0,0,0,0,0,Thursday,DCX
ZGPX7E,0,1/25/2010,1/25/2010,1/25/2010,0,0,0,27.05,0,0,0,0,0,Wednesday,CHO
QR6Q38,1,2/12/2010,10/5/2010,1/14/2011,18,0,0,58.68,0.099009901,0,0,0,0,Friday,CHO
G5LV9Z,1,10/17/2010,2/15/2011,3/24/2011,18,0,0,9.3,0.189189189,0,0,0,0,Thursday,CHO
SK38CJ,1,5/23/2011,1/15/2014,1/15/2014,14,35.71428571,0,49.77,0,0,1,0,0,Thursday,CHO
BQR43Z,1,10/7/2012,12/2/2013,12/8/2013,33,78.78787879,9.090909091,61.96,0.333333333,0,0,0,0,Tuesday,RIC
ML3NK5,1,8/9/2011,8/9/2011,8/9/2011,16,0,0,50.91,0,0,0,0,0,Tuesday,RIC
GEY5CU,0,5/13/2011,5/15/2011,5/15/2011,0,0,0,67.83,0,0,0,0,0,Monday,CHO
7V2NA6,1,2/24/2011,2/24/2011,2/24/2011,16,0,0,3.06,0,0,0,0,0,Thursday,CHO
62XY5S,1,9/8/2012,9/27/2012,9/27/2012,39,48.71794872,2.564102564,58.03,0,0,0,0,0,Tuesday,DCX
8NW922,1,10/1/2011,10/10/2013,10/10/2013,35,2.857142857,0,114.77,0,0,0,0,0,Friday,RIC
Z2VRG7,0,5/13/2011,6/5/2011,6/5/2011,0,0,0,52.91,0,0,0,0,0,Monday,RIC
JHLVB,1,4/12/2011,10/10/2011,9/17/2012,47,0,0,81.37,0.014577259,0,0,0,0,Monday,CHO
MAYAPA,1,8/28/2012,8/29/2012,10/25/2012,38,5.263157895,2.631578947,62.88,0.070175439,1,0,0,0,Sunday,DCX
4GPUUN,1,1/24/2011,1/24/2011,1/24/2011,16,0,0,20.25,0,0,0,0,0,Monday,RIC
ED3X9L,1,11/1/2011,11/1/2011,11/1/2011,45,4.444444444,2.222222222,59.2,0,0,0,0,0,Wednesday,CHO
R5MCUY,0,10/28/2010,12/24/2010,12/24/2010,0,0,0,66.73,0,0,0,0,0,Monday,CHO
BEXQSS,1,7/3/2011,4/16/2012,8/24/2012,42,33.33333333,9.523809524,104.03,0.030769231,0,0,0,0,Friday,CHO
UBCH58,0,5/8/2011,5/22/2012,7/9/2012,0,0,0,99.8,0.0625,0,0,0,0,Tuesday,CHO
3GQDJM,1,6/16/2011,6/17/2011,11/5/2013,40,50,5,143.28,0.038990826,0,0,0,0,Tuesday,CHO
V7FKSQ,1,5/19/2013,10/21/2013,10/21/2013,42,2.380952381,2.380952381,63.33,0,0,0,0,0,Wednesday,DCX
FA2U23,1,11/14/2012,11/26/2012,1/19/2014,49,10.20408163,10.20408163,149.11,0.00477327,0,0,0,0,Tuesday,RIC
HWPA8H,1,3/12/2012,3/12/2012,1/19/2014,48,2.083333333,2.083333333,222.17,0.02359882,0,0,0,0,Monday,CHO
UJ3XJV,1,9/29/2011,11/8/2011,11/16/2011,16,0,0,61.85,0.25,0,0,0,0,Wednesday,CHO
WPVBEH,1,8/10/2012,8/13/2012,12/10/2012,43,27.90697674,9.302325581,50.25,0.058823529,0,0,0,0,Monday,RIC
CSG8EP,1,11/7/2012,11/7/2012,11/7/2012,44,2.272727273,0,60.24,0,0,0,0,0,Friday,CHO
RU2NXK,1,9/19/2012,9/19/2012,9/19/2012,45,2.222222222,2.222222222,51.71,0,0,0,0,0,Tuesday,RIC
DYCTGW,0,10/14/2010,11/17/2010,11/17/2010,0,0,0,23.48,0,0,0,0,0,Wednesday,CHO
H577YM,1,5/5/2013,7/30/2013,7/30/2013,44,2.272727273,0,91.2,0,0,0,0,0,Wednesday,CHO
WC6QUY,0,10/30/2011,10/31/2011,10/31/2011,0,0,0,50.3,0,0,0,0,0,Monday,RIC
374QXN,0,8/28/2012,11/12/2013,11/24/2013,0,0,0,38,0.166666667,0,0,0,0,Monday,DCX
2Y94Q7,1,2/2/2012,2/2/2012,8/23/2012,46,8.695652174,0,65.9,0.054187192,1,0,0,0,Friday,CHO
WDY5UE,1,8/28/2012,10/22/2012,12/6/2012,45,8.888888889,0,66.76,0.044444444,0,0,0,0,Saturday,BWI
CWUSCM,1,8/15/2010,9/19/2011,5/29/2012,40,27.5,2.5,53.15,0.011857708,0,0,0,0,Tuesday,CHO
6X97DW,1,4/9/2009,4/23/2009,4/23/2009,16,0,0,67.57,0,0,0,0,0,Friday,CHO
X5UYL6,1,8/13/2011,8/13/2011,8/13/2011,43,6.976744186,4.651162791,45.31,0,1,0,0,0,Tuesday,CHO
XLPXVK,1,5/22/2012,5/22/2012,5/22/2012,45,0,0,83.3,0,1,0,0,0,Tuesday,CHO
BBDX2D,0,8/29/2011,9/15/2011,9/15/2011,0,0,0,30.92,0,1,0,0,0,Friday,CHO
6ARNBC,0,6/7/2011,11/6/2011,11/6/2011,0,0,0,107.85,0,1,0,0,0,Monday,RIC
9RFSB3,1,6/23/2011,8/16/2011,2/26/2012,49,2.040816327,0,186.07,0.103092784,0,0,0,0,Monday,RIC
QWXRKD,0,7/9/2011,7/19/2011,7/19/2011,0,0,0,31.38,0,0,0,0,0,Tuesday,CHO
EYS2NT,0,11/3/2010,4/12/2011,5/30/2012,0,0,0,64.01,0.084541063,0,0,0,0,Thursday,CHO
UMCKXS,1,1/11/2011,2/17/2011,7/18/2012,47,2.127659574,2.127659574,67.95,0.073500967,0,0,0,0,Thursday,CHO
YB4MNT,0,2/6/2011,9/19/2011,9/19/2011,0,0,0,55.91,0,1,0,0,0,Tuesday,CHO
XLVTW5,0,9/23/2011,9/27/2011,9/27/2011,0,0,0,44.82,0,0,0,0,0,Thursday,RIC
3EJ49P,1,3/6/2011,3/21/2011,3/29/2011,42,42.85714286,0,131.25,0.5,0,0,0,0,Tuesday,RIC
BC586F,0,5/19/2009,5/19/2009,5/19/2009,0,0,0,17.56,0,0,0,0,0,Thursday,CHO
Z6MRBW,0,8/7/2011,8/7/2011,8/7/2011,0,0,0,56.22,0,0,0,0,0,Monday,RIC
WX55KU,1,10/22/2010,4/2/2012,12/11/2012,47,0,0,65.12,0.031620553,1,0,0,0,Wednesday,CHO
36FRYW,0,11/9/2011,11/9/2011,11/9/2011,0,0,0,50.96,0,0,0,0,0,Thursday,RIC
WJK7YF,0,3/7/2011,4/28/2011,8/11/2011,0,0,0,74.17,0.095238095,0,0,0,0,Thursday,RIC
39Y6WU,1,5/17/2011,5/18/2011,5/18/2011,16,0,0,52.25,0,0,0,0,0,Friday,CHO
LYZ2T9,1,10/12/2011,10/17/2011,10/17/2011,44,9.090909091,0,55.42,0,0,0,0,0,Tuesday,CHO
2LBCD6,1,8/28/2012,7/31/2012,11/28/2012,44,9.090909091,0,50.09,0.041666667,0,0,0,0,Thursday,DCX
H54TEM,0,1/22/2010,2/12/2010,5/20/2010,0,0,0,66.98,0.041237113,0,0,0,0,Friday,CHO
DCBVUL,0,4/13/2012,8/27/2012,10/7/2012,0,0,0,196.76,0.073170732,0,0,0,0,Wednesday,RIC
MGUQZK,0,3/25/2012,3/25/2012,4/30/2012,0,0,0,64.24,0.083333333,1,0,0,0,Tuesday,CHO
LBRDNG,0,3/6/2011,3/21/2011,3/21/2011,0,0,0,60.1,0,0,0,0,0,Wednesday,RIC
M69QCR,1,3/22/2011,1/20/2012,1/20/2012,44,4.545454545,2.272727273,104.66,0,0,0,0,0,Friday,RIC
N66R75,1,6/14/2011,6/14/2011,6/14/2011,41,2.43902439,2.43902439,60.82,0,0,0,0,0,Thursday,RIC
3ZEZ32,1,12/18/2011,12/21/2011,1/12/2012,45,0,0,45.85,0.090909091,0,0,0,0,Friday,RIC
J2YTWT,1,5/14/2011,7/12/2011,7/12/2011,35,71.42857143,0,51.51,0,0,0,0,0,Thursday,RIC
AW4QDG,1,6/17/2009,2/17/2010,10/26/2011,18,0,0,31.46,0.029220779,1,0,0,0,Thursday,CHO
E3L39M,1,9/20/2011,9/20/2011,10/25/2011,38,21.05263158,5.263157895,100.62,0.057142857,0,0,0,0,Wednesday,RIC
PGY4NL,1,5/13/2011,5/15/2011,5/15/2011,45,4.444444444,2.222222222,56.69,0,0,0,0,0,Thursday,RIC
3CFW7T,0,8/28/2012,7/24/2012,11/5/2012,2,50,0,84.45,0.038461538,0,0,0,0,Thursday,DCX
G9VMXX,0,9/1/2010,5/20/2011,5/20/2011,0,0,0,50.28,0,0,0,0,0,Tuesday,RIC
KPGS8Z,1,9/9/2012,9/9/2012,9/9/2012,36,0,0,51.17,0,0,0,0,0,Sunday,DCX
AGYALV,1,2/14/2011,2/14/2011,2/14/2011,16,0,0,32.8,0,0,0,0,0,Tuesday,CHO
UWMA3R,1,10/3/2011,10/3/2011,10/3/2011,43,9.302325581,0,39.04,0,0,0,0,0,Tuesday,RIC
6AS2GA,0,5/1/2012,5/2/2012,5/2/2012,7,14.28571429,0,81.67,0,0,0,0,0,Thursday,RIC
5KPZBL,0,12/24/2008,2/21/2009,2/21/2009,0,0,0,69.84,0,0,0,0,0,Monday,CHO
ZK6XWG,1,6/17/2013,8/3/2013,8/3/2013,44,4.545454545,0,88.64,0,1,0,0,0,Monday,DCX
QWD8D5,1,5/21/2012,5/21/2012,5/28/2012,44,9.090909091,2.272727273,62.32,0.428571429,0,0,0,0,Tuesday,CHO
L3RETJ,1,4/20/2011,4/20/2011,1/1/2014,39,87.17948718,48.71794872,42.86,0.004052685,0,0,0,0,Thursday,RIC
9EK7J3,1,2/19/2011,2/28/2011,5/21/2012,47,2.127659574,0,69.41,0.008928571,0,0,0,0,Tuesday,RIC
GQYPMN,0,6/2/2013,7/28/2013,7/28/2013,0,0,0,122.53,0,1,0,0,0,Monday,RIC
BDECSD,1,7/2/2011,7/6/2011,7/6/2011,34,5.882352941,0,51.19,0,0,0,0,0,Thursday,RIC
SB368H,1,7/1/2011,7/6/2011,10/20/2011,46,4.347826087,0,53.1,0.094339623,0,0,0,0,Wednesday,CHO
PJVDWV,0,10/18/2011,11/7/2011,11/16/2011,0,0,0,51.12,0.222222222,0,0,0,0,Monday,RIC
WLBKXY,1,7/27/2010,7/27/2010,7/27/2010,36,52.77777778,13.88888889,52.31,0,0,0,0,0,Wednesday,CHO
MQ5YWR,0,4/8/2011,4/20/2011,4/20/2011,0,0,0,48.63,0,0,0,0,0,Thursday,CHO
2924LC,0,3/2/2011,3/6/2011,3/6/2011,0,0,0,128.09,0,0,0,0,0,Tuesday,CHO
6FYQE2,0,1/24/2011,11/21/2013,11/21/2013,3,100,100,80.5,0,0,0,0,0,Friday,CHO
C67CK8,0,11/5/2011,11/7/2011,11/7/2011,0,0,0,59.28,0,0,0,0,0,Tuesday,RIC
K3EBLY,1,8/31/2010,3/21/2011,4/25/2011,41,24.3902439,0,112.76,0.314285714,0,0,0,0,Tuesday,CHO
3UDMU9,0,8/28/2012,7/20/2012,9/6/2012,5,20,0,49.91,0.083333333,1,0,0,0,Sunday,DCX
UGGUDM,1,10/20/2012,11/13/2012,11/13/2012,46,6.52173913,0,98.69,0,0,0,0,0,Wednesday,RIC
6GPJ3B,0,11/17/2009,11/17/2009,11/17/2009,0,0,0,9.28,0,0,0,0,0,Monday,CHO
6YAA3F,0,8/28/2012,8/23/2012,9/4/2012,0,0,0,65.58,0.166666667,0,0,0,0,Sunday,DCX
7D4HY3,1,6/10/2012,6/10/2012,6/10/2012,37,67.56756757,0,27.06,0,0,0,0,0,Monday,RIC
B62HXB,0,2/14/2012,2/14/2012,2/14/2012,0,0,0,62.88,0,0,0,0,0,Tuesday,CHO
URBSZU,1,7/27/2010,10/5/2010,10/5/2010,45,0,0,59.72,0,0,0,0,0,Tuesday,CHO
TPMJ45,0,3/5/2010,3/15/2010,3/29/2010,0,0,0,21.3,0.214285714,0,0,0,0,Wednesday,CHO
LUEBHM,0,6/3/2011,10/19/2011,11/5/2013,2,50,0,83.93,0.006684492,0,0,0,0,Wednesday,RIC
3STC7K,1,3/21/2010,3/23/2010,3/23/2010,36,55.55555556,5.555555556,48.33,0,0,0,0,0,Tuesday,CHO
WDCW2W,1,4/9/2009,5/1/2009,5/1/2009,45,4.444444444,0,11.5,0,0,0,0,0,Friday,CHO
Z8PA5D,0,7/18/2011,7/18/2011,7/18/2011,0,0,0,54.01,0,0,0,0,0,Monday,RIC
QXHE6Y,1,5/18/2009,5/18/2009,5/18/2009,36,47.22222222,0,44.75,0,0,0,0,0,Tuesday,CHO
C69Z7U,0,4/11/2010,4/11/2010,6/5/2010,0,0,0,76.41,0.072727273,0,0,0,0,Monday,CHO
ZFEWS3,1,8/28/2012,8/28/2012,8/28/2012,45,0,0,413.3,0,0,0,0,0,Wednesday,CHO
KJEHAW,1,3/8/2011,3/9/2011,3/9/2011,34,73.52941176,0,198.29,0,0,0,0,0,Wednesday,RIC
S7NESA,0,8/28/2012,10/6/2013,10/6/2013,0,0,0,78.74,0,0,0,0,0,Tuesday,DCX
ESBEXZ,1,8/6/2010,8/7/2010,8/7/2010,40,22.5,0,62.43,0,0,0,0,0,Monday,RIC
3B2LPT,1,10/3/2011,10/3/2011,12/19/2011,18,0,0,55.45,0.103896104,0,0,0,0,Monday,RIC
Z85PS2,1,3/10/2011,3/29/2011,4/20/2011,18,0,0,92.47,0.272727273,0,0,0,0,Friday,RIC
FBXYS9,1,3/6/2011,3/28/2011,7/31/2011,37,5.405405405,0,158.96,0.032,0,0,0,0,Monday,RIC
QQWXGM,1,10/29/2010,10/29/2010,10/29/2010,45,0,0,55.16,0,0,0,0,0,Friday,CHO
38EQCP,0,6/4/2011,6/5/2011,11/9/2011,0,0,0,91.24,0.070063694,0,0,0,0,Thursday,RIC
Z3UJAS,0,11/9/2009,3/29/2010,3/29/2010,0,0,0,17.51,0,1,0,0,0,Monday,DCX
9RXUEU,1,4/17/2009,1/1/2012,1/1/2012,45,2.222222222,0,50.32,0,0,0,0,0,Monday,CHO
3VYLRA,1,5/16/2012,5/16/2012,5/16/2012,44,4.545454545,4.545454545,47.47,0,0,0,0,0,Friday,CHO
TUXQPY,1,7/14/2011,9/10/2011,12/27/2011,46,4.347826087,0,53.74,0.074074074,0,0,0,0,Wednesday,RIC
VLEND6,1,9/19/2010,9/21/2010,10/19/2013,42,38.0952381,7.142857143,75.83,0.001779359,1,0,0,0,Tuesday,CHO
V7V962,1,11/14/2011,11/15/2011,12/17/2011,32,84.375,3.125,17.55,0.09375,1,0,0,0,Tuesday,RIC
F8FATM,0,11/4/2010,11/4/2010,11/15/2010,0,0,0,83.78,0.272727273,0,0,0,0,Thursday,CHO
BJPXY8,1,8/19/2011,8/24/2011,11/14/2012,47,0,0,94.18,0.017857143,0,0,0,0,Thursday,CHO
T3RUNR,1,5/3/2010,6/20/2010,8/14/2010,39,53.84615385,0,82.24,0.090909091,0,0,0,0,Tuesday,CHO
PJFFEM,0,5/13/2011,10/31/2011,10/31/2011,0,0,0,50.38,0,0,0,0,0,Thursday,CHO
HDLHML,1,10/17/2011,10/25/2011,10/25/2011,16,0,0,114.79,0,0,0,0,0,Tuesday,RIC
J3KX25,1,4/8/2012,4/8/2012,5/1/2012,45,0,0,33.06,0.086956522,0,0,0,0,Wednesday,RIC
5VRYL5,0,9/14/2011,9/14/2011,9/27/2011,0,0,0,25.3,0.153846154,0,0,0,0,Thursday,RIC
V4PT6P,0,9/28/2010,1/21/2011,7/4/2012,3,66.66666667,0,99.04,0.020754717,0,0,0,0,Tuesday,CHO
VD7F8D,0,9/6/2009,11/21/2009,5/8/2012,0,0,0,84.88,0.0189099,0,0,0,0,Monday,CHO
CA3R97,1,6/26/2011,6/27/2011,6/27/2011,43,6.976744186,2.325581395,87.19,0,0,0,0,0,Monday,RIC
LTTTJQ,1,9/3/2011,9/23/2011,1/8/2012,45,4.444444444,0,34.42,0.028037383,0,0,0,0,Monday,RIC
V5ETCL,0,9/9/2010,6/1/2011,4/4/2012,0,0,0,55.71,0.029220779,0,0,0,0,Wednesday,CHO
LHPWV5,0,9/22/2011,9/22/2011,4/17/2012,0,0,0,199.97,0.033653846,0,0,0,0,Monday,CHO
UC63RF,0,1/28/2009,1/28/2009,1/28/2009,0,0,0,8.06,0,0,0,0,0,Thursday,CHO
ADDYDE,1,3/4/2012,3/4/2012,11/18/2012,47,0,0,74.83,0.057915058,0,0,0,0,Friday,RIC
DAAB5X,1,5/13/2011,5/16/2011,5/16/2011,45,8.888888889,4.444444444,52.63,0,0,0,0,0,Wednesday,RIC
Q58CXX,0,11/30/2011,12/5/2011,5/6/2012,0,0,0,73.23,0.026143791,0,0,0,0,Monday,RIC
KTSW7G,0,3/1/2010,6/9/2010,6/9/2010,0,0,0,27.36,0,0,0,0,0,Wednesday,CHO
X4M2HU,1,11/9/2010,11/23/2010,11/23/2010,16,0,0,14.27,0,0,0,0,0,Wednesday,RIC
2SG2BW,1,8/18/2010,11/2/2010,11/2/2010,40,22.5,0,56.63,0,0,0,0,0,Wednesday,CHO
GYLEUA,1,2/9/2012,3/29/2012,3/29/2012,40,2.5,0,42.99,0,0,0,0,0,Monday,RIC
AKQ26M,1,8/27/2011,11/2/2011,12/6/2011,18,0,0,64.99,0.117647059,1,0,0,0,Wednesday,RIC
WBFE4C,0,9/15/2010,9/15/2010,9/15/2010,0,0,0,58.85,0,0,0,0,0,Wednesday,CHO
PZ2UE6,1,6/13/2012,6/14/2012,12/20/2012,46,2.173913043,0,64.29,0.026455026,0,0,0,0,Tuesday,RIC
QYXTBH,1,8/28/2012,7/26/2012,11/16/2012,36,8.333333333,2.777777778,119.72,0.14159292,0,0,0,0,Sunday,DCX
7GXDA2,0,6/11/2009,7/30/2009,7/30/2009,0,0,0,70.75,0,0,0,0,0,Friday,CHO
48N3GV,1,6/15/2011,2/5/2012,4/13/2012,47,0,0,192.57,0.117647059,0,0,0,0,Friday,RIC
5D9JEV,1,4/6/2010,5/5/2010,12/5/2013,44,36.36363636,18.18181818,86.84,0.003816794,0,0,0,0,Thursday,CHO
F56GFB,0,11/10/2011,11/10/2011,11/10/2011,0,0,0,50.99,0,0,0,0,0,Thursday,RIC
2B4GFH,0,2/24/2012,3/16/2012,3/16/2012,0,0,0,33.76,0,1,0,0,0,Friday,RIC
8GG4YB,1,10/18/2011,10/18/2011,10/18/2011,45,4.444444444,0,50.49,0,0,0,0,0,Thursday,RIC
5EHN66,0,7/19/2011,11/15/2011,11/15/2011,0,0,0,51.49,0,0,0,0,0,Wednesday,RIC
TA87LG,1,2/1/2012,2/15/2012,10/22/2012,47,8.510638298,0,111.67,0.032,0,0,0,0,Wednesday,CHO
CQ6A9P,0,3/8/2012,3/8/2012,3/8/2012,0,0,0,4.5,0,0,0,0,0,Friday,CHO
BSCDPC,1,8/28/2012,10/4/2013,10/4/2013,36,0,0,151.1,0,0,0,0,0,Tuesday,RIC
CXNNFD,0,7/25/2012,7/25/2012,7/25/2012,0,0,0,67.47,0,0,0,0,0,Thursday,RIC
CXZFXJ,1,7/25/2012,7/27/2012,7/27/2012,44,20.45454545,9.090909091,106.05,0,1,0,0,0,Friday,RIC
X2M5JR,1,3/23/2011,4/13/2011,9/1/2011,35,0,0,256.01,0.056737589,0,0,0,0,Wednesday,CHO
757P29,1,4/26/2010,4/27/2010,4/27/2010,44,6.818181818,0,5.99,0,0,0,0,0,Tuesday,CHO
ZCL6VY,1,4/4/2013,9/2/2013,9/2/2013,27,55.55555556,7.407407407,96.32,0,0,0,0,0,Saturday,DCX
NCKJV4,0,8/30/2011,10/13/2011,10/13/2011,6,83.33333333,0,110.04,0,0,0,0,0,Friday,CHO
W9EATV,1,3/30/2013,10/20/2013,11/24/2013,47,2.127659574,2.127659574,74.23,0.057142857,0,0,0,0,Friday,RIC
6SHWXE,0,4/22/2012,7/30/2012,8/16/2012,0,0,0,165.56,0.117647059,0,0,0,0,Tuesday,RIC
X8P78X,1,3/10/2012,3/10/2012,10/8/2012,45,0,0,63.38,0.014150943,0,0,0,0,Monday,RIC
Z8V3Y7,1,5/14/2011,5/17/2011,5/17/2011,16,0,0,53.94,0,0,0,0,0,Wednesday,CHO
QUUMCS,1,6/21/2010,7/22/2010,11/15/2011,18,0,0,49.84,0.01039501,0,0,0,0,Friday,CHO
BR8CDG,0,5/26/2013,7/27/2013,7/27/2013,4,50,0,53.04,0,1,0,0,0,Wednesday,RIC
